ID,Name (in Spanish),Name (in English),Ingredients of a standard portion for a 3-6 year-old child (in Spanish),Ingredients of a standard portion for a 3-6 year-old child (in English),Ingredients of a standard portion for a 7-12 year-old child (in Spanish),Ingredients of a standard portion for a 7-12 year-old child (in English),Ingredients of a standard portion for a 13-15 year-old child (in Spanish),Ingredients of a standard portion for a 13-15 year-old child (in English),Ingredients of a standard portion for a 16-18 year-old child (in Spanish),Ingredients of a standard portion for a 16-18 year-old child (in English),Ingredients of a standard portion for an adult (in Spanish),Ingredients of a standard portion for an adult (in English),Recipe (in Spanish),Recipe (in English),Tip (in Spanish),Tip (in English),Kcal,Protein,Fat,Carbohydrates,Dish type,For Autumn,For Winter,For Spring,For Summer,White meat,Red meat,Pork,Fish or seafood,Pulses (Legumes),Dairy,Eggs,Pasta,Rice,Tubers,Soups,Cereals,Fruit,Nuts,Raw vegetables,Cooked vegetables,Protein mix,Unique,Semiunique,Vegetables for semi,Red,Green,White,Yellow,Purple,Multicolor,No color,For proposals,For school
33,Porridge con fruta de temporada,Porridge with seasonal fruits,"Leche de vaca (o vegetal),100,ml;
Copos de avena,25,g;
Fruta,50,g;","Cow's (or vegetable) milk,100,ml;
Oat flakes,25,g;
Fruit,50,g;","Leche de vaca (o vegetal),200,ml;
Copos de avena,25,g;
Fruta,50,g;","Cow's (or vegetable) milk,200,ml;
Oat flakes,25,g;
Fruit,50,g;","Leche de vaca (o vegetal),200,ml;
Copos de avena,50,g;
Fruta,50,g;","Cow's (or vegetable) milk,200,ml;
Oat flakes,50,g;
Fruit,50,g;","Leche de vaca (o vegetal),200,ml;
Copos de avena,50,g;
Fruta,50,g;","Cow's (or vegetable) milk,200,ml;
Oat flakes,50,g;
Fruit,50,g;","Leche de vaca (o vegetal),200,ml;
Copos de avena,50,g;
Fruta,50,g;","Cow's (or vegetable) milk,200,ml;
Oat flakes,50,g;
Fruit,50,g;","Calentar la leche o bevida vegetal en una olla pequeña a fuego lento. Una vez caliente añadir los copos de avana y mezclar hasta crear una masa más o menos homogénea. Lavar, pelar (opcional), y trozear la pieza de fruta. Con la mitad, bastará. Servir en un bol el porridge caliente, y las piezad de fruta por encima.","Heat the milk or vegetable milk in a small saucepan over a low heat. When it is hot, add the hazelnut flakes and mix until you have a more or less homogeneous mixture. Wash, peel (optional) and chop the fruit. Half is enough. Serve the hot porridge in a bowl with the fruit pieces on top.",,,309.92,15.34,6.68,43.31,unique,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
34,Manzana al horno,Baked apple,"Manzana,40,g;
Canela,5,g;","Apple,200,g;
Cinnamon,5,g;","Manzana,200,g;
Canela,5,g;","Apple,200,g;
Cinnamon,5,g;","Manzana,200,g;
Canela,5,g;","Apple,200,g;
Cinnamon,5,g;","Manzana,200,g;
Canela,5,g;","Apple,200,g;
Cinnamon,5,g;","Manzana,200,g;
Canela,5,g;","Apple,200,g;
Cinnamon,5,g;","Precalentar el horno a 180 grados durante diez minutos. Cortar la cabeza de la manzana, descorazonarla, abrila por arriba, añadir un poco de canela y volver a taparla. Poner la manzana al horno en una bandeja durante aproximadamente 60 minutos a 180 grados. Una vez cocida sacar y srvir, o se puede dejar enfriar y comer fría.  ","Preheat the oven to 180 degrees for ten minutes. Cut off the top of the apple, remove the core, cut open the top, sprinkle with a little cinnamon and cover again. Put the apple in the oven on a baking tray at 180 degrees for about 60 minutes. When cooked, remove and serve, or leave to cool and eat cold.",,,205.15,1.19,1.06,43.38,unique,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35,Macedonia de frutas y semillas,Fruit and seed salad,"Manzana,40,g;
Plátano,40,g;
Mandarina,20,g;
Sèsamo,10,g;","Apple,40,g;
Banana,40,g;
Mandarin,20,g;
Sesame,10,g;","Manzana,60,g;
Plátano,60,g;
Mandarina,60,g;
Sèsamo,10,g;","Apple,60,g;
Banana,60,g;
Mandarin,60,g;
Sesame,10,g;","Manzana,60,g;
Plátano,60,g;
Mandarina,60,g;
Sèsamo,10,g;","Apple,60,g;
Banana,60,g;
Mandarin,60,g;
Sesame,10,g;","Manzana,60,g;
Plátano,60,g;
Mandarina,60,g;
Sèsamo,10,g;","Apple,60,g;
Banana,60,g;
Mandarin,60,g;
Sesame,10,g;","Manzana,60,g;
Plátano,60,g;
Mandarina,60,g;
Sèsamo,10,g;","Apple,60,g;
Banana,60,g;
Mandarin,60,g;
Sesame,10,g;","Lavar, pelar (opcional), cortar y mezclar la fruta. Añadir las semillas de sésamo y mezclar. Servir en un bol.","Wash, peel (optional), chop and mix the fruit. Add the sesame seeds and mix. Serve in a bowl.",,,162.55,3.13,5.76,20.23,unique,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
36,"Sandwich de pavo, manzana y rúcula","Turkey, apple and rocket sandwich","Pan integral,30,g;
Pavo en lonchas,30,g;
Manzana,40,g;
Rúcula,10,g;
Aceite de oliva,10,ml;","Wholemeal bread,30,g;
Sliced turkey,30,g;
Apple,40,g;
Arugula,10,g
Olive oil,10,ml;","Pan integral,30,g;
Pavo en lonchas,40,g;
Manzana,40,g;
Rúcula,10,g;
Aceite de oliva,10,ml;","Wholemeal bread,30,g;
Sliced turkey,40,g;
Apple,40,g;
Arugula,10,g
Olive oil,10,ml;","Pan integral,60,g;
Pavo en lonchas,40,g;
Manzana,40,g;
Rúcula,10,g;
Aceite de oliva;10,ml;","Wholemeal bread,60,g;
Sliced turkey,40,g;
Apple,40,g;
Arugula,10,g
Olive oil,10,ml;","Pan integral,60,g;
Pavo en lonchas,40,g;
Manzana,40,g;
Rúcula,10,g;
Aceite d eoliva,10,ml;","Wholemeal bread,60,g;
Sliced turkey,40,g;
Apple,40,g;
Arugula,10,g
Olive oil,10,ml;","Pan integral,60,g;
Pavo en lonchas,40,g;
Manzana,40,g;
Rúcula,10,g;
Aceite de oliva;10,ml;","Wholemeal bread,60,g;
Sliced turkey,40,g;
Apple,40,g;
Rocket,10,g
Olive oil,10,ml;","Cortar el pan transversalmente, a una mitad de pan añadir un chorro de aceite de oliva, pavo y rúcula prèviamente lavada. Lavar y cortar en lonchas finas la manzana. Añadir la manzana dentro del bocata, y servirlo.","Slice the bread crosswise, add a drizzle of olive oil, the turkey and the washed rocket to one half of the bread. Wash the apple and cut into thin slices. Add the apple to the sandwich and serve.",,,301.17,13.64,11.89,31.9,unique,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37,Bol de cereales integrales con leche (o bebida vegetal),Whole grain cereal bowl with milk (or vegetable drink),"Leche (o bevida vegetal),100,ml;
Cereales integrales,30,g;","Milk (or vegetable drink),100,ml;
Wholegrain cereals,30,g;","Leche (o bevida vegetal),200,ml;
Cereales integrales,30,g;","Milk (or vegetable drink),200,ml;
Wholegrain cereals,30,g;","Leche (o bebida vegetal),200,ml;
Cereales integrales,60,g;","Milk (or vegetable drink),200,ml;
Whole grain cereals,60,g;","Leche (o bebida vegetal),200,ml;
Cereales integrales,60,g;","Milk (or vegetable drink),200,ml;
Whole grain cereals,60,g;","Leche (o bebida vegetal),200,ml;
Cereales integrales,60,g;","Milk (or vegetable drink),200,ml;
Whole grain cereals,60,g;","La leche o bebida vegetal puede ser calentada o no, en función de los gustos individuales. Añadir los cereales a la leche y comer. ","The milk or vegetable drink can be heated or not, according to taste. Add the cereals to the milk and eat.",,,320.8,16.9,7.24,43.08,unique,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
38,Tostadas pan integral con mantequilla de cacahuete y plátano ,Whole wheat toast with peanut butter and banana,"Pan integral,30,g;
Crema de cacahuete,5,g;
Plátano,50,g;","Whole wheat bread,30,g;
Peanut butter,5,g;
Banana,50,g;","Pan integral,30,g;
Crema de cacahuete,5,g;
Plátano,50,g;","Whole wheat bread,30,g;
Peanut butter,5,g;
Banana,50,g;","Pan integral,60,g;
Crema de cacahuete,10,g;
Plátano,50,g;","Whole wheat bread,60,g;
Peanut butter,10,g;
Banana,50,g;","Pan integral,60,g;
Crema de cacahuete,10,g;
Plátano,50,g;","Whole wheat bread,60,g;
Peanut butter,10,g;
Banana,50,g;","Pan integral,60,g;
Crema de cacahuete,10,g;
Plátano,50,g;","Whole wheat bread,60,g;
Peanut butter,10,g;
Banana,50,g;",,,,,245.6,7.91,12.33,46.24,unique,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
39,Fajita integral con aguacate y queso fresco ,Whole wheat fajita with avocado and fresh cheese,"Fajitas integrales,40,g;
Aguacate,15,g;
Queso fresco,55,g;","Whole wheat fajitas,40g;
Avocado,15,g;
Fresh cheese,55g;","Fajitas integrales,40,g;
Aguacate,15,g;
Queso fresco,55,g;","Whole wheat fajitas,40g;
Avocado,15,g;
Fresh cheese,55g;","Fajitas integrales,80,g;
Aguacate,20,g;
Queso fresco,65,g;","Whole wheat fajitas,80,g;
Avocado,20,g;
Fresh cheese,65g;","Fajitas integrales,80,g;
Aguacate,20,g;
Queso fresco,65,g;","Whole wheat fajitas,80,g;
Avocado,20,g;
Fresh cheese,65g;","Fajitas integrales,80,g;
Aguacate,20,g;
Queso fresco,65,g;","Whole wheat fajitas,80,g;
Avocado,20,g;
Fresh cheese,65g;",,,,,346.13,10.47,16.64,19.74,unique,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
40,Pancakes integrales con fresas y chocolate negro,Whole-bread pancakes with strawberries and chocolate,"Huevo,55,g;
Harina integral,30,g;
Leche entera,50,ml;
Fresas,100,g;
Chocolate negro,10,g;","Egg,55,g;
Whole wheat flour,30,g;
Whole milk,50,ml;
Strawberries,100,g;
Dark chocolate,10,g;","Huevo,55,g;
Harina integral,30,g;
Leche entera,50,ml;
Fresas,100,g;
Chocolate negro,10,g;","Egg,55,g;
Whole wheat flour,30,g;
Whole milk,50,ml;
Strawberries,100,g;
Dark chocolate,10,g;","Huevo,55,g;
Harina integral,60,g;
Leche entera,100,ml;
Fresas,150,g;
Chocolate negro,20,g;","Egg,55,g;
Whole wheat flour,60g;
Whole milk,100,ml;
Strawberries,150,g;
Dark chocolate,20,g;","Huevo,55,g;
Harina integral,60,g;
Leche entera,100,ml;
Fresas,150,g;
Chocolate negro,20,g;","Egg,55,g;
Whole wheat flour,60g;
Whole milk,100,ml;
Strawberries,150,g;
Dark chocolate,20,g;","Huevo,55,g;
Harina integral,60,g;
Leche entera,100,ml;
Fresas,150,g;
Chocolate negro,20,g;","Egg,55,g;
Whole wheat flour,60g;
Whole milk,100,ml;
Strawberries,150,g;
Dark chocolate,20,g;","En un vaso de batidora mezclar el huevo, leche y la harina. Batir hasta obtener una textura ligera. En una sartén antiadherente echamos un cazo de la masa preparada y cocinamos las tortitas. Servir con fresas naturales cortadas y chocolate negro. ","In a blender glass, mix the egg, milk and flour. Beat until you get a light texture. In a non-stick frying pan we put a ladle of the prepared dough and cook the pancakes. Serve with natural cut strawberries and dark chocolate.",,,284.49,12.2,11.91,33,unique,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
41,Kéfir con manzana y nueces,Kefir with apple and walnuts,"Kéfir,100,g;
Manzana,50,g;
Nueces,10,g;","Kefir,100,g;
Apple,50,g;
Walnuts,10,g;","Kéfir,125,g;
Manzana,100,g;
Nueces,20,g;","Kefir,125,g;
Apple,100,g;
Walnuts,20,g;","Kéfir,125,g;
Manzana,100,g;
Nueces,20,g;","Kefir,125,g;
Apple,100,g;
Walnuts,20,g;","Kéfir,125,g;
Manzana,100,g;
Nueces,20,g;","Kefir,125,g;
Apple,100,g;
Walnuts,20,g;","Kéfir,125,g;
Manzana,100,g;
Nueces,20,g;","Kefir,125,g;
Apple,100,g;
Walnuts,20,g;",,,,,207.2,6.74,10.98,19.21,unique,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
42,"Tostadas de pan integral con aceite de oliva, tomate y atún al natural","Wholemeal toast with olive oil, tomato and natural tuna","Pan integral,30,g;
Atún enlatado al natural,30,g;
Tomate crudo,20,g;
Aceite de oliva,15,ml;","Wholemeal bread,30,g;
Natural canned tuna,30,g;
Raw tomato,20,g;
Olive oil,15,ml;","Pan integral,30,g;
Atún enlatado al natural,30,g;
Tomate crudo,20,g;
Aceite de oliva,15,ml;","Wholemeal bread,30,g;
Natural canned tuna,30,g;
Raw tomato,20,g;
Olive oil,15,ml;","Pan integral,60,g;
Atún enlatado al natural,30,g;
Tomate crudo,20,g;
Aceite de oliva,15,ml;","Wholemeal bread,60,g;
Natural canned tuna,30,g;
Raw tomato,20,g;
Olive oil,15,ml;","Pan integral,60,g;
Atún enlatado al natural,30,g;
Tomate crudo,20,g;
Aceite de oliva,15,ml;","Wholemeal bread,60,g;
Natural canned tuna,30,g;
Raw tomato,20,g;
Olive oil,15,ml;","Pan integral,60,g;
Atún enlatado al natural,30,g;
Tomate crudo,20,g;
Aceite de oliva,15,ml;","Wholemeal bread,60,g;
Natural canned tuna,30,g;
Raw tomato,20,g;
Olive oil,15,ml;",Cortar el pan por la mitad y tostarlo. Servir en un plato con aceite de oliva y el atún y el tomate en rodajas por encima. ,Cut the bread in half and toast. Serve on a plate with olive oil and tuna and sliced tomato on top.,,,318.56,13.32,16.24,27.1,unique,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
43,Tortilla francesa,French omelette,"Huevo,55,g;
Sal,1,g; 
Aceite de oliva,8,g;","Egg,55,g;
Salt,1,g;
Aceite de oliva,8,g;","Huevo,55,g;
Sal,1,g; 
Aceite de oliva,8,g;","Egg,55,g;
Salt,1,g;
Aceite de oliva,8,g;","Huevo,110,g;
Sal,2,g; 
Aceite de oliva,15,g;","Egg,110,g;
Salt,2,g;
Aceite de oliva,15,g;","Huevo,110,g;
Sal,2,g; 
Aceite de oliva,15,g;","Egg,110,g;
Salt,2,g;
Aceite de oliva,15,g;","Huevo,110,g;
Sal,2,g; 
Aceite de oliva,15,g;","Egg,110,g;
Salt,2,g;
Aceite de oliva,15,g;","Cascar los huevos y batir con una barilla. Agregar la sal y seguir mezclando hasta obtener una mezcla homogenea. Calentar una sartén antiadherente y añadir la mezcla bajando el fuego a intensidad media sin dejar de remover la sartén. Una vez cuajada, enrollar la tortilla sobre sí misma.","Crack the eggs and mix them with a whisk. Add the salt and mix until getting a homogeneous mixture.Heat a non-stick pan and add the egg mixture, lowering the heat to medium intensity and shaking the pan constantly. Once curdled, roll the omelette on itself.",,,289,14.1,25.8,0.3,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
44,Tortilla de patatas,Potatoes omelette,"Patata cruda,38,g;
Cebolla cruda,7,g;
Huevo,28,g;
Sal,0,5,g;
Aceite de oliva,6,g;","Raw potatoes,38,g;
Raw onion,7,g;
Eggs,28,g;
Salt,0,5,g; 
Olive oil,6,g;","Patata cruda,75,g;
Cebolla cruda,14,g;
Huevo,55,g;
Sal,1,g;
Aceite de oliva,12,g;","Raw potatoes,75,g;
Raw onion,14,g;
Eggs,55,g;
Salt,1,g; 
Olive oil,12,g;","Patata cruda,75,g;
Cebolla cruda,14,g;
Huevo,55,g;
Sal,1,g;
Aceite de oliva,12,g;","Raw potatoes,75,g;
Raw onion,14,g;
Eggs,55,g;
Salt,1,g; 
Olive oil,12,g;","Patata cruda,75,g;
Cebolla cruda,14,g;
Huevo,55,g;
Sal,1,g;
Aceite de oliva,12,g;","Raw potatoes,75,g;
Raw onion,14,g;
Eggs,55,g;
Salt,1,g; 
Olive oil,12,g;","Patata cruda,75,g;
Cebolla cruda,14,g;
Huevo,55,g;
Sal,1,g;
Aceite de oliva,12,g;","Raw potatoes,75,g;
Raw onion,14,g;
Eggs,55,g;
Salt,1,g; 
Olive oil,12,g;","Limipiar y pelar las patatas y la cebolla, cortar en láminas, y cocinar al vapor o microondas. Mezclar las patatas y la cebolla con los huevos y la sal. Calentar una sartén antiadherente y pintar la base con una gotas de aceite de oliva. Añadir la mezcla en la sartén reduciendo el fuego a intensidad media/baja. Después de 3-4 min. voltear la tortilla con ayuda de una plato o tapa y volver a poner en la sartén. Dejar cocinar 2 min. más. Finalmente, retirar del fuego y servir. ","Wash and peel the potatoes and onion, cut it into slices, and steam or microwave. Mix the potatoes and onion with eggs and salt. Heat a non-stick pan and paint the bottom with a few drops of olive oil. Add the mixture into the pan lowering the heat to medium/low. After 3-4 min.turn the omelette with the help of a plate and put it back in the pan. Let cook 2 more min. Finally, remove from heat and serve. ",,"
Lightly season, then serve with crusty bread to mop up all of the juices.",272.36,8.68,20.53,12.3,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
45,Huevos revueltos con gambas y espárragos trigueros,Scrambled eggs with prawns and wild asparagus,"Huevo,28,g;
Gambitas peladas,18,g;
Espárragos trigueros,15,g;
Cebolla tierna,3,g;
Sal,0.5,g;
Aceite de oliva,5,g;","Egg,28,g;
Small peeled prawns,18,g;
Wild asparagus,15,g;
Spring garlic,3,g;
Salt,0.5,g;
Olive oil,5,g;","Huevo,55,g;
Gambitas peladas,35,g;
Espárragos trigueros,30,g;
Cebolla tierna,5,g;
Sal,1,g;
Aceite de oliva,10,g;","Egg,55,g;
Small peeled prawns,35,g;
Wild asparagus,30,g;
Spring garlic,5,g;
Salt,1,g;
Olive oil,10,g;","Huevo,55,g;
Gambitas peladas,35,g;
Espárragos trigueros,30,g;
Cebolla tierna,5,g;
Sal,1,g;
Aceite de oliva,10,g;","Egg,55,g;
Small peeled prawns,35,g;
Wild asparagus,30,g;
Spring garlic,5,g;
Salt,1,g;
Olive oil,10,g;","Huevo,55,g;
Gambitas peladas,35,g;
Espárragos trigueros,30,g;
Cebolla tierna,5,g;
Sal,1,g;
Aceite de oliva,10,g;","Egg,55,g;
Small peeled prawns,35,g;
Wild asparagus,30,g;
Spring garlic,5,g;
Salt,1,g;
Olive oil,10,g;","Huevo,55,g;
Gambitas peladas,35,g;
Espárragos trigueros,30,g;
Cebolla tierna,5,g;
Sal,1,g;
Aceite de oliva,10,g;","Egg,55,g;
Small peeled prawns,35,g;
Wild asparagus,30,g;
Spring garlic,5,g;
Salt,1,g;
Olive oil,10,g;",Hervir los espárragos durante 2 min.y escurrir. Batir los huevos con la sal. Calentar una sartén antiadherente y agregar el aceite. Dorar el ajo y saltear las gambas durante 2-3 min. a fuego medio. Añadir los huevos batidos y bajar el fuego. Mezclar continuamente hasta que el huevo quede cuajado.   ,Boil the asparagus for 2 min. and drain. Beat the eggs with the salt. Heat a non-stick pan and add the oil. Brown the garlic and sauté the prawns for 2-3 min. over medium heat. Add the beaten eggs and lower the heat. Mix continuously until the egg is curdled.,,,210.67,14.6,15.78,2.3,second,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
46,Huevo semi-cocido,Soft boiled egg,"Huevo,60,g;
Pan integral,30,g;
Aceite de oliva,15,ml;","Egg,60,g;
wholemeal bread,30,g
olive oil,15,ml;","Huevo,60,g;
Pan integral,30,g;
Aceite de oliva,15,ml;","Egg,60,g;
wholemeal bread,30,g
olive oil,15,ml;","Huevo,120,g;
Pan integral,60,g;
Aceite de oliva,15,ml;","Egg,120,g;
wholemeal bread,60,g
olive oil,15,ml;","Huevo,120,g;
Pan integral,60,g;
Aceite de oliva,15,ml;","Egg,120,g;
wholemeal bread,60,g
olive oil,15,ml;","Huevo,120,g;
Pan integral,60,g;
Aceite de oliva,15,ml;","Egg,120,g;
wholemeal bread,60,g
olive oil,15,ml;","Poner agua a hervir en un cazo. Sumergir los huevos, que no deben estar demasiado fríos o se romperán, en el agua hirviendo. Cocerlos de 3 a 4 minutos, según el grado de cocción. Mientras tanto, tostar el pan. Escurrir los huevos y colocar en una huevera antes de servir. Pelar y abrir la parte superior. Cortar el pan en tiras y añadir aceite de oliva. Listo para servir. Se puede sucar el pan dentro del huevo.","Bring the water to the boil in a saucepan. Dip the eggs, which should not be too cold or they will crack, into the boiling water. Cook for 3 to 4 minutes, depending on the degree of doneness. Meanwhile, toast the bread. Drain and place in an egg cup before serving, peel and open the top. Cut the bread in strips and add olive oil. Ready to serve. Bread can be sucked into the egg.",,,314.4,20.27,12.88,26.9,second,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
47,Tortilla con cebolla y ajo,Onion and garlic omelette,"Huevo,60,g;
Cebolla,60,g;
Ajo,10,g;
Aceite de oliva,10,ml;","Egg,60,g;
onion,60,g
garlic,10,g
olive oil,10,ml;","Huevo,60,g;
Cebolla,60,g,;
Ajo,10,g;
Aceite de oliva,10,ml;","Egg,60,g;
onion,60,g
garlic,10,g
olive oil,10,ml;","Huevo,120,g;
Cebolla,60,g,;
Ajo,10,g;
Aceite de oliva,10,ml;","Egg,120,g;
onion,60,g
garlic,10,g
olive oil,10,ml;","Huevo,120,g;
Cebolla,60,g,;
Ajo,10,g;
Aceite de oliva,10,ml;","Egg,120,g;
onion,60,g
garlic,10,g
olive oil,10,ml;","Huevo,120,g;
Cebolla,60,g,;
Ajo,10,g;
Aceite de oliva,10,ml;","Egg,120,g;
onion,60,g
garlic,10,g
olive oil,10,ml;","En una sartén, añadir aceite de oliva y una vez caliente freír la cebolla. Cuando cambie de color añadir el ajo. A un lado, batir los huevos y añadirlos a la sartén. Darle porma de tortilla con una espátula y servir una vez hecho.","In a frying pan, heat the olive oil and when it is hot, fry the onion. When it changes colour, add the garlic. Beat the eggs and add to the frying pan. Form an omelette with a spatula and serve when ready.",,,281.4,15.95,22.16,4.1,second,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
